projectname,classification,commenttext
hibernate-distribution-3.3.2.GA,DESIGN,// this class has no proxies (so do a shortcut)
jruby-1.4.0,IMPLEMENTATION,/* FIXME: arg_concat logic missing for opt_call_args*/
sql12,WITHOUT_CLASSIFICATION,// i18n[graph.scriptAllTables=Script all tables]
emf-2.4.1,WITHOUT_CLASSIFICATION,// Remember the static instance. //
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// delegate 'info' and 'source' argument checks...
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// CheckStyle:VisibilityModifier OFF - bc
columba-1.4-src,WITHOUT_CLASSIFICATION,"/*
	 * (non-Javadoc)
	 *
	 * @see org.columba.mail.folder.Folder#save()
	 */"
jEdit-4.2,WITHOUT_CLASSIFICATION,// MISMATCH: return -1 as defined by API
jruby-1.4.0,WITHOUT_CLASSIFICATION,/* expected */
emf-2.4.1,WITHOUT_CLASSIFICATION,// Pop it from the stack. //
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// seconds
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// now check autoPopulate==true
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jruby-1.4.0,IMPLEMENTATION,"// TODO: check safe, taint on incoming string"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getServicesURI() method
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// we saw a delimiter last time // so add the default
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.explorer.Relocatable#relocate(java.lang.Object)
     */"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// if there are only null items, we get a NaNRange"
columba-1.4-src,WITHOUT_CLASSIFICATION,// close window
emf-2.4.1,WITHOUT_CLASSIFICATION,// Preload.
jruby-1.4.0,WITHOUT_CLASSIFICATION,// write-volatile
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Check post body which was sent to the mirror server, and // sent back by the mirror server"
sql12,WITHOUT_CLASSIFICATION,//i18n[syntax.comments=Comments]
jEdit-4.2,WITHOUT_CLASSIFICATION,// caretLine would have been incremented // since insertNewLineAt <= caretPos
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.reveng.ImportSettings#isMinimiseFigsSelected()
     */"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Ignore TestElement properties which don't have an explicit // editor:
hibernate-distribution-3.3.2.GA,DESIGN,//TODO: disable batch loading if lockMode > READ?
argouml,WITHOUT_CLASSIFICATION,// fire all of the notation events
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.awt.event.ActionListener#actionPerformed(
     *         java.awt.event.ActionEvent)
     */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Only creates the other pages if there is something that can be edited //
jEdit-4.2,WITHOUT_CLASSIFICATION,// get the previous context (see notes for this class)
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
argouml,DESIGN,"/*
         * The UML 2.x package structure is *entirely* different, so we have to
         * remap a bunch of stuff. Names without embedded colons (:) indicate
         * that the entire package is remapped. e.g. Kernel->Core As a matter of
         * fact the only package which did NOT get renamed or moved is UseCases.
         * 
         * TODO: This section is very incomplete. - tfm
         */"
jruby-1.4.0,WITHOUT_CLASSIFICATION,// fill in all vars with nil so compiler is happy about future accesses
columba-1.4-src,WITHOUT_CLASSIFICATION,// notify all listeners that new search results arrived
sql12,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)
     * @see net.sourceforge.squirrel_sql.client.plugin.IPlugin#getVersion()
     */"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// AXIS 4
argouml,WITHOUT_CLASSIFICATION,// Only show actions for associations not already on diagram
sql12,WITHOUT_CLASSIFICATION,// NOI18N
columba-1.4-src,WITHOUT_CLASSIFICATION,//item.setSelected(checkbox.isSelected());
columba-1.4-src,WITHOUT_CLASSIFICATION,"// we reached ""From ..."" (start of new message)"
argouml,WITHOUT_CLASSIFICATION,"// {A, A} are offenders"
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,//look for and print warnings
jruby-1.4.0,WITHOUT_CLASSIFICATION,// MRI-compatible basename handling for windows drive letter paths
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLModelElementListModel2#isValidElement(Object)
     */"
sql12,WITHOUT_CLASSIFICATION,// Entries
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
sql12,WITHOUT_CLASSIFICATION,// we return something valid even if there is a DB error
jEdit-4.2,WITHOUT_CLASSIFICATION,// Promote character to Number type for these purposes
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// we're running on JRE 1.3.1 so this is the best we have...
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,"// If that didn't work, try using the 'import' name."
columba-1.4-src,WITHOUT_CLASSIFICATION,// concate the full name of the new mailbox
jEdit-4.2,WITHOUT_CLASSIFICATION,// If we are disconnected from root we need to handle the def imports
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// check there is a GUI
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Attempt the connection:
jruby-1.4.0,WITHOUT_CLASSIFICATION,/* rb_str_splice */
apache-ant-1.7.0,DESIGN,//stolen from writeManifest
columba-1.4-src,WITHOUT_CLASSIFICATION,// changing the selection to the first row
sql12,WITHOUT_CLASSIFICATION,// i18n[SQLHistoryDlg.applyFilter=Apply]
jruby-1.4.0,WITHOUT_CLASSIFICATION,/* wrapped to \0...\0.  search next valid char. */
columba-1.4-src,WITHOUT_CLASSIFICATION,// set the attachment flag
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Note UserParameterXML accesses this variable // to obtain the Set data via method getParsedParameters()
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ // Set params as a single line // $NON-NLS-1$ // and set as an array //$NON-NLS-1$ //$NON-NLS-1$
jruby-1.4.0,WITHOUT_CLASSIFICATION,// just windows
sql12,WITHOUT_CLASSIFICATION,// private final static ILogger s_log = // LoggerController.createLogger(CreateMysqlTableScriptCommand.class);
sql12,WITHOUT_CLASSIFICATION,/* whether nulls are allowed or not */
argouml,WITHOUT_CLASSIFICATION,// add Figs to the FigNode in back-to-front order
sql12,WITHOUT_CLASSIFICATION,"// the other obj is null, so see if this non-null obj contains // a null value, which is equivilent. // Assume that if we have read some of the data and we still have // _data == null, then the value in the DB is actually null."
sql12,WITHOUT_CLASSIFICATION,// prompt the user to add a website url for this driver
sql12,WITHOUT_CLASSIFICATION,"// CREATE GENERATOR EMPNO_GEN; // // COMMIT; // // SET TERM !! ; // // CREATE TRIGGER CREATE_EMPNO FOR EMPLOYEES // // BEFORE INSERT POSITION 0 // // AS BEGIN // // NEW.EMPNO = GEN_ID(EMPNO_GEN, 1); // // END"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Layers
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
sql12,WITHOUT_CLASSIFICATION,"// This causes locks own by other pids to be excluded from the result. //+ ""    pgl.pid = pg_stat_get_backend_pid(svrid) AND """
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ markKeyword() method
emf-2.4.1,WITHOUT_CLASSIFICATION,// isValidNCName(String):boolean
sql12,WITHOUT_CLASSIFICATION,// i18n[ToolsPopupController.toolspopupmsg=Please try out the Tools popup by hitting ctrl+t in the SQL Editor. Do it three times to stop this message.]
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// retrieve an item
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,//wrap
sql12,DOCUMENTATION,"/**
 * This class manages the windows for the application.
 *
 * TODO: Correct these notes
 * <p>When a session closes the window manager will ensure that
 * all of the windows for that sesion are closed.
 * <p>Similarily when a window is closed the windows manager will ensure that
 * references to the window are removed for the session.
 *
 * JASON: Prior to this patch there was some code movement from this class to
 * Sessionmanager. The idea being that Sessionmanager was the controller.
 * Do we still want to do this? Remember in the future there will probably be
 * an SDI as well as MDI version of the windows.
 *
 * @author <A HREF=""mailto:colbell@users.sourceforge.net"">Colin Bell</A>
 * @author <A HREF=""mailto:jmheight@users.sourceforge.net"">Jason Height</A>
 */"
sql12,WITHOUT_CLASSIFICATION,//Close the proper tab by clicking the button //addActionListener(this);
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Private members
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.cognitive.critics.Critic#toDoItem( java.lang.Object,
     *      org.argouml.cognitive.Designer)
     */"
emf-2.4.1,WITHOUT_CLASSIFICATION,"/**
   * Calls <code>caseXXX</code> for each class of the model until one returns a non null result; it yields that result.
   * <!-- begin-user-doc -->
   * <!-- end-user-doc -->
   * @return the first non-null result returned by a <code>caseXXX</code> call.
   * @generated
   */"
columba-1.4-src,WITHOUT_CLASSIFICATION,// There is no parent
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,//new oata.util.ReaderInputStream(new InputStreamReader(
apache-ant-1.7.0,IMPLEMENTATION,// TODO: allow user to request the system or no parent
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// test independence
argouml,WITHOUT_CLASSIFICATION,"// reopen the project and assert that the MetaProfile isn't part of  // the profile configuration, including the fact that the stereotype  // <<Critic>> isn't found"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getHandlerForFileName() method
jEdit-4.2,WITHOUT_CLASSIFICATION,"/*
     * index of the last char in the block, so
     * the block size == last + 1.
     */"
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// Ensures that containing deletions happen before sub-deletions
columba-1.4-src,WITHOUT_CLASSIFICATION,"// XmlElement.printNode(item.getRoot(), """");"
argouml,WITHOUT_CLASSIFICATION,// Note that if we're copying this element then we // must also be allowed to copy other necessary // objects.
emf-2.4.1,WITHOUT_CLASSIFICATION,//ResourceFactoryClass/createResource.override.javajetinc
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// previous data point...
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// this will throw an error if there's something wrong.
argouml,IMPLEMENTATION,// TODO: Why do we need this when we can just change the font and // achieve the same effect?
apache-jmeter-2.10,DESIGN,// TODO - should this be restored?
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// extra field length
hibernate-distribution-3.3.2.GA,DEFECT,// TODO: figure out how this should be set. /////////////////////////////////////////////////////////////////////////////// // This was the reason for failures regarding INDEX_OP and subclass joins on // theta-join dialects; not sure what behaviour we were trying to emulate ;) //		joinSequence = joinSequence.getFromPart();	// Emulate the old addFromOnly behavior.
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// reserve space for any domain axes...
emf-2.4.1,WITHOUT_CLASSIFICATION,// Returns whether this class implements any of the given features.
sql12,WITHOUT_CLASSIFICATION,// SET GENERATOR name TO int;
sql12,WITHOUT_CLASSIFICATION,/////////////////////////////////////////////////////////////////////////////// // The colums of the last completed table/view that match the tableNamePat // will be returned on top of the collection
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// current data point...
columba-1.4-src,WITHOUT_CLASSIFICATION,// use the collapse/expand icons from the JTree UI
sql12,WITHOUT_CLASSIFICATION,// _columnTab = new MergeColumnDialog.ColumnsTab();
emf-2.4.1,WITHOUT_CLASSIFICATION,// We need to be careful that we don't end up requiring the no namespace package  // just because the feature is unqualified. //
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ showListConfirm() method
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see TargetListener#targetAdded(TargetEvent)
     */"
argouml,WITHOUT_CLASSIFICATION,// TODO: gone in UML 2
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // design feedback
argouml,DOCUMENTATION,"/**
 * This interface contains methods to retrieve objects that represent the
 * different UML types. These objects are use as tokens used to create
 * model elements in some methods.
 *
 * TODO: There are parts of ArgoUML which assume that the objects returned
 * here are Classes.  We should formalize that by changing the return types to
 * match. tfm - 20070620 Bob says - there should be no such assumption in
 * ArgoUML. Can we document where these are?
 * 
 * @see org.argouml.model.UmlFactory#buildConnection(
 *         Object, Object, Object, Object, Object, Object, Object)
 * @see org.argouml.model.UmlFactory#buildNode(Object)
 */"
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,"//throw new UnsupportedOperationException(""Can't write to a readonly object"");"
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.awt.datatransfer.Transferable#getTransferData(
     *         java.awt.datatransfer.DataFlavor)
     */"
argouml,WITHOUT_CLASSIFICATION,// rerouting the source:
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// While (blank), previous sample failed - should run once"
argouml,WITHOUT_CLASSIFICATION,// When call by contructor : no one is selected
argouml,DESIGN,// TODO: Any Namespace can contain other elements.  Why don't we allow // this? - tfm
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,//will result in a SQL UPDATE:
hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: We probably should have a StatisticsNotPublishedException, to make it clean"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*
     * Constructor is initially called once for each occurrence in the test plan
     * For GUI, several more instances are created Then clear is called at start
     * of test Called several times during test startup The name will not
     * necessarily have been set at this point.
     */"
emf-2.4.1,WITHOUT_CLASSIFICATION,/*2300..23FF;*/
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.notation.providers.NotationProvider#parse(java.lang.Object, java.lang.String)
     */"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ invokeAction() method
columba-1.4-src,WITHOUT_CLASSIFICATION,// convert special characters
sql12,WITHOUT_CLASSIFICATION,// Tooltips and questions
columba-1.4-src,WITHOUT_CLASSIFICATION,// enable until
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// rangeCrosshairValue
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.Fig#getLineWidth()
     */"
columba-1.4-src,WITHOUT_CLASSIFICATION,// Create the XML reader... // xr = XMLReaderFactory.createXMLReader();
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 893
argouml,WITHOUT_CLASSIFICATION,"// new target is a fig, refresh should be called"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,/* Implements JMeterGuiComponent.createTestElement() */
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check if we are running a transaction
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}} //}}}
sql12,WITHOUT_CLASSIFICATION,// i18n[graph.width=Width]
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ addToken() method
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// name of the file
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ incrementalSearch() method
columba-1.4-src,WITHOUT_CLASSIFICATION,// get source folder
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
jEdit-4.2,WITHOUT_CLASSIFICATION,// See if we should place this toolbar before any others
emf-2.4.1,WITHOUT_CLASSIFICATION,// Process XML attributes
argouml,DEFECT,// TODO: Not yet working for UML2
jruby-1.4.0,WITHOUT_CLASSIFICATION,"// JRUBY-2380, associate future early so it shows up in Thread.list right away, in case it doesn't run immediately"
columba-1.4-src,WITHOUT_CLASSIFICATION,// reset starting position in y-direction
argouml,WITHOUT_CLASSIFICATION,"/*
         * commented out next piece to remove failure of testcase. The testcase
         * is probably correct but the implementation of DetailsPane is not

        pane.getTabs().setSelectedComponent(docPane);
        pane.targetSet(e);
        assertEquals(docPane, pane.getTabs().getSelectedComponent());
        */"
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,"//		String provider = properties.getProperty( Environment.BYTECODE_PROVIDER ); //		log.info( ""Bytecode provider name : "" + provider ); //		BytecodeProvider bytecodeProvider = buildBytecodeProvider( provider ); //		settings.setBytecodeProvider( bytecodeProvider );"
columba-1.4-src,WITHOUT_CLASSIFICATION,// Check the Noinferior flag
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,"// sanity check ourselves, if we've been asked to build nothing // then we should complain"
jEdit-4.2,WITHOUT_CLASSIFICATION,// returns Object covering both Integer and Boolean return types
argouml,WITHOUT_CLASSIFICATION,"/*
     * Report a progress to the ProgressMonitor window.
     * @see org.argouml.application.api.ProgressMonitor#updateProgress(int)
     */"
argouml,IMPLEMENTATION,// not needed
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check that we have a content type
sql12,WITHOUT_CLASSIFICATION,//i18n
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Anchor class
apache-jmeter-2.10,DESIGN,"// TODO needed here because currently done on sample completion in JMeterThread, // but that only catches top-level samples."
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Initialise the gui field values
columba-1.4-src,WITHOUT_CLASSIFICATION,"/*
	 * (non-Javadoc)
	 *
	 * @see org.columba.mail.folder.IMailbox#getMessageSourceStream(java.lang.Object)
	 */"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// create a legend, if requested..."
sql12,DESIGN,"/*
		 * CSE: moved this code down here to fix repaint problems on first
		 * display - bounds should be set before install
		 *
		 * Uninstall the old popup from root pane
		 * and install the new one. Even in case
		 * they are the same objects it's necessary
		 * to cover the workspace switches etc.
		 */"
sql12,WITHOUT_CLASSIFICATION,// Get an array since we dont want trouble with the sessionsList when // we remove the sessions from it.
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*
     * True iff we're currently processing an event triggered by the user
     * selecting the ""Edit"" option. Used to prevent reverting the combo to
     * non-editable during processing of secondary events.
     */"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// now find the text anchor point
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,"// If we've been successful on an update, delete the // temporary file"
columba-1.4-src,WITHOUT_CLASSIFICATION,// get selected folder
jEdit-4.2,WITHOUT_CLASSIFICATION,"// UCS-2 without a BOM must begin with ""<?XML"" // 0x00 0x3c 0x00 0x3f: UCS-2, big-endian, no byte-order mark"
