formatted_readme,summary,prompt_text,generated_summary
// TODO: Fix this so it will work for non-POJO entity mode,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: Fix this so it will work for non-POJO entity mode

### Response:",DESIGN
// TODO: Make another pass to deal with overlaps?,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: Make another pass to deal with overlaps?

### Response:",TODO
"// This feels sloppy, especially for non-U.S. locales.",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// This feels sloppy, especially for non-U.S. locales.

### Response:",DOCUMENTATION
"// TODO: It would be really, really nice to use this to also model components!",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: It would be really, really nice to use this to also model components!

### Response:",DESIGN
"// TODO: ActionState, CallState, and SubactivityState have been replaced // in UML 2.0 by explicitly modeled Actions",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: ActionState, CallState, and SubactivityState have been replaced // in UML 2.0 by explicitly modeled Actions

### Response:",DOCUMENTATION
// TODO hubms: copied from frederiks search builder,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO hubms: copied from frederiks search builder

### Response:",DOCUMENTATION
"// TODO : we really need to be able to deal with component paths here also; // this is difficult because the hql-sql grammar expects all those node types // to be FromReferenceNodes. One potential fix here would be to convert the // IntoClause to just use a FromClause/FromElement combo (as a child of the // InsertStatement) and move all this logic into the InsertStatement. That's // probably the easiest approach (read: least amount of changes to the grammar // and code), but just doesn't feel right as then an insert would contain // 2 from-clauses",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO : we really need to be able to deal with component paths here also; // this is difficult because the hql-sql grammar expects all those node types // to be FromReferenceNodes. One potential fix here would be to convert the // IntoClause to just use a FromClause/FromElement combo (as a child of the // InsertStatement) and move all this logic into the InsertStatement. That's // probably the easiest approach (read: least amount of changes to the grammar // and code), but just doesn't feel right as then an insert would contain // 2 from-clauses

### Response:",DESIGN
// TODO is this the right thing to do?,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO is this the right thing to do?

### Response:",TODO
// FIXME: legal here? may want UnsupportedOperationException,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// FIXME: legal here? may want UnsupportedOperationException

### Response:",DESIGN
// TODO: What are these magic numbers?,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: What are these magic numbers?

### Response:",DOCUMENTATION
"// TODO: Use the SVGWriter2D implementation // cmd = new SaveSVGAction2(Translator.localize(""action.save-svg""));",IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: Use the SVGWriter2D implementation // cmd = new SaveSVGAction2(Translator.localize(""action.save-svg""));

### Response:",DOCUMENTATION
// TODO: implement,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: implement

### Response:",IMPLEMENTATION
//TODO: Should this be an InitializeEntityEventListener??? (watch out for performance!),DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//TODO: Should this be an InitializeEntityEventListener??? (watch out for performance!)

### Response:",DESIGN
"// TODO: We'd like to test this in its new guise as PackageImport, but // we don't have a good way to do it currently",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: We'd like to test this in its new guise as PackageImport, but // we don't have a good way to do it currently

### Response:",TEST
// TODO: Need UML 2.x equivalent,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: Need UML 2.x equivalent

### Response:",DOCUMENTATION
"// TODO: This exception will be thrown during autoscrolling // when the edge of the canvas is reached causing either // the width or height to be ""adjusted"" to a negative value",DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: This exception will be thrown during autoscrolling // when the edge of the canvas is reached causing either // the width or height to be ""adjusted"" to a negative value

### Response:",DOCUMENTATION
